IncidentNumber,CalYear,PropertyCategory,IncGeo_WardCode,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround
146391-27102019,2019,Dwelling,E05013612,Cranford,511550,175950,Feltham
146418-27102019,2019,Dwelling,E05011113,RYE LANE,534650,175850,Peckham
146437-28102019,2019,Dwelling,E05013525,Hanwell Broadway,515350,180350,Ealing
146458-28102019,2019,Dwelling,E05013564,Belmore,511050,181350,Southall
146564-28102019,2019,Dwelling,E05009330,St. Katharine's & Wapping,534450,180250,Shadwell
146574-28102019,2019,Dwelling,E05011248,MAYFIELD,545150,185650,Ilford
146578-28102019,2019,Dwelling,E05013926,Wall End,542750,183750,East Ham
146612-28102019,2019,Dwelling,E05013908,Custom House,540250,181150,Plaistow
146619-28102019,2019,Dwelling,E05014081,Greenwich Park,537750,177250,Greenwich
146646-28102019,2019,Dwelling,E05009319,Bow East,537150,184150,Homerton
146719-28102019,2019,Dwelling,E05009331,St. Peter's,534650,183050,Bethnal Green
146731-28102019,2019,Dwelling,E05013887,Forest,538250,187850,Leyton
146762-28102019,2019,Dwelling,E05013702,Clerkenwell,531450,182750,Islington
146768-28102019,2019,Dwelling,E05013922,Royal Albert,543850,180750,East Ham
146868-28102019,2019,Dwelling,E05013564,Belmore,509950,181450,Southall
146960-29102019,2019,Dwelling,E05013785,St. Margarets & North Twickenham,515750,174250,Twickenham
146964-29102019,2019,Dwelling,E05014110,Stockwell East,530450,176050,Brixton
146991-29102019,2019,Dwelling,E05011473,NORBURY PARK,530750,169750,Norbury
147025-29102019,2019,Dwelling,E05013882,Cann Hall,539550,186050,Leytonstone
147091-29102019,2019,Dwelling,E05009393,COURTFIELD,525950,178550,Chelsea
147128-29102019,2019,Dwelling,E05014018,St. Mary's,526250,175550,Battersea
147164-29102019,2019,Dwelling,E05013792,Abbey Road,526350,183550,West Hampstead
147175-29102019,2019,Dwelling,E05009325,Lansbury,537950,181650,Poplar
147196-29102019,2019,Dwelling,E05013638,Edgwarebury,520850,193150,Mill Hill
147197-29102019,2019,Dwelling,E05013990,Bromley Common & Holwood,541650,167750,Bromley
147292-29102019,2019,Dwelling,E05013689,Ponders End,535650,195750,Enfield
147294-29102019,2019,Dwelling,E05011472,NORBURY & POLLARDS HILL,530550,169150,Norbury
147302-29102019,2019,Dwelling,E05011105,NEWINGTON,531750,177850,Lambeth
147306-29102019,2019,Dwelling,E05013603,West Green,532650,189650,Tottenham
147311-29102019,2019,Dwelling,E05013596,Northumberland Park,534550,191350,Tottenham
147386-29102019,2019,Dwelling,E05013698,Barnsbury,530950,183150,Euston
147388-29102019,2019,Dwelling,E05013943,St. Mark's & Seething Wells,518150,167750,Surbiton
147393-29102019,2019,Dwelling,E05014000,Mottingham,542450,172050,Eltham
147433-30102019,2019,Dwelling,E05013509,Roundwood,521550,184350,Willesden
147455-30102019,2019,Dwelling,E05013725,Ladywell,537450,175050,Lewisham
147545-30102019,2019,Other Residential,E05013666,King's Cross,530650,182450,Euston
147654-30102019,2019,Dwelling,E05011489,WOODSIDE,534350,168250,Woodside
147655-30102019,2019,Dwelling,E05013808,West End,528850,182050,Euston
147677-30102019,2019,Dwelling,E05013801,Marylebone,527350,181750,Paddington
147770-30102019,2019,Dwelling,E05011226,FALCONWOOD & WELLING,546650,174850,Eltham
147913-31102019,2019,Dwelling,E05013630,Burnt Oak,520950,190750,Mill Hill
147930-31102019,2019,Dwelling,E05009368,CAZENOVE,534350,186850,Stoke Newington
148023-31102019,2019,Dwelling,E05014013,Furzedown,529350,171450,Tooting
148086-31102019,2019,Dwelling,E05011230,SIDCUP,547450,171150,Sidcup
148099-31102019,2019,Dwelling,E05013942,Old Malden,521350,167150,New Malden
148110-31102019,2019,Dwelling,E05014117,Vauxhall,530450,178550,Lambeth
148111-31102019,2019,Dwelling,E05014012,Falconbrook,527150,175850,Battersea
148112-31102019,2019,Dwelling,E05011115,ST. GILES,533050,176250,Peckham
148134-31102019,2019,Dwelling,E05013683,Highfield,532050,193350,Edmonton
148143-31102019,2019,Dwelling,E05013944,Surbiton Hill,518650,167450,Surbiton
148148-31102019,2019,Dwelling,E05014004,Plaistow,540250,171450,Bromley
148194-31102019,2019,Dwelling,E05013523,Greenford Broadway,512850,183350,Southall
148195-31102019,2019,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,535050,177050,New Cross
148214-31102019,2019,Dwelling,E05013640,Friern Barnet,528550,191350,Finchley
148267-31102019,2019,Dwelling,E05013506,Preston,518050,186450,Wembley
148276-31102019,2019,Dwelling,E05013989,Biggin Hill,542050,158750,Biggin Hill
148289-31102019,2019,Dwelling,E05013711,St. Peter's & Canalside,532250,183550,Islington
148294-31102019,2019,Dwelling,E05009331,St. Peter's,534450,182650,Bethnal Green
148331-01112019,2019,Dwelling,E05013981,St. Alban's,551450,188350,Hornchurch
148336-01112019,2019,Dwelling,E05013705,Hillrise,529650,187650,Holloway
148382-01112019,2019,Dwelling,E05013732,Telegraph Hill,536150,176150,New Cross
148407-01112019,2019,Dwelling,E05013757,Carshalton South & Clockhouse,528550,159750,Purley
148411-01112019,2019,Dwelling,E05013816,Hillside,524150,170350,Wimbledon
148423-01112019,2019,Dwelling,E05013630,Burnt Oak,520150,191050,Mill Hill
148442-01112019,2019,Dwelling,E05013703,Finsbury Park,531450,186750,Holloway
148443-01112019,2019,Dwelling,E05013697,Arsenal,530850,185650,Holloway
148530-01112019,2019,Other Residential,E05011098,CHAUCER,532650,179350,Old Kent Road
148630-01112019,2019,Dwelling,E05013661,Highgate,528950,186150,Kentish Town
148675-01112019,2019,Dwelling,E05013882,Cann Hall,539750,186050,Leytonstone
148717-01112019,2019,Dwelling,E05013920,Plaistow West & Canning Town East,540350,181850,Plaistow
148755-01112019,2019,Dwelling,E05013907,Canning Town South,539950,181550,Plaistow
148778-01112019,2019,Dwelling,E05014073,Blackheath Westcombe,540450,177550,East Greenwich
148787-01112019,2019,Dwelling,E05014087,Plumstead & Glyndon,544550,178550,Plumstead
148809-01112019,2019,Dwelling,E05013519,Dormers Wells,513550,181250,Southall
148812-01112019,2019,Dwelling,E05013791,Whitton,513350,174250,Heston
148832-01112019,2019,Dwelling,E05013577,Ruislip,507850,188050,Ruislip
148861-02112019,2019,Dwelling,E05013704,Highbury,532150,186050,Stoke Newington
148880-02112019,2019,Dwelling,E05013685,Lower Edmonton,535150,194050,Edmonton
149058-02112019,2019,Dwelling,E05013899,St. James,536450,188550,Walthamstow
149060-02112019,2019,Dwelling,E05013725,Ladywell,536950,174650,Lewisham
149108-02112019,2019,Dwelling,E05013890,Hatch Lane & Highams Park North,538950,193450,Chingford
149113-02112019,2019,Dwelling,E05013802,Pimlico North,529450,178550,Lambeth
149131-02112019,2019,Dwelling,E05013770,Wallington North,528950,164450,Wallington
149163-02112019,2019,Dwelling,E05013990,Bromley Common & Holwood,542050,165550,Bromley
149165-02112019,2019,Dwelling,E05013764,Stonecot,524750,165450,Sutton
149212-02112019,2019,Dwelling,E05013729,Perry Vale,536350,173050,Forest Hill
149214-02112019,2019,Dwelling,E05014012,Falconbrook,527050,175250,Battersea
149217-02112019,2019,Dwelling,E05014100,Clapham East,530250,175650,Brixton
149228-02112019,2019,Dwelling,E05013658,Gospel Oak,527450,185350,Kentish Town
149242-02112019,2019,Dwelling,E05013687,Oakwood,529550,196150,Southgate
149282-02112019,2019,Dwelling,E05014088,Plumstead Common,546050,177550,Plumstead
149308-02112019,2019,Dwelling,E05009317,Bethnal Green,535250,182850,Bethnal Green
149338-02112019,2019,Dwelling,E05013884,Chapel End,538150,190250,Walthamstow
149388-02112019,2019,Dwelling,E05013971,Gooshays,554650,192450,Harold Hill
149406-03112019,2019,Dwelling,E05013706,Holloway,530350,185150,Holloway
149423-03112019,2019,Dwelling,E05009331,St. Peter's,534850,182550,Bethnal Green
149513-03112019,2019,Dwelling,E05013520,Ealing Broadway,517950,181350,Ealing
149540-03112019,2019,Dwelling,E05013614,Feltham West,510150,173050,Feltham
149556-03112019,2019,Other Residential,E05013601,Tottenham Central,533550,189150,Tottenham
149600-03112019,2019,Dwelling,E05011248,MAYFIELD,545350,186550,Ilford
149635-03112019,2019,Dwelling,E05014073,Blackheath Westcombe,540250,177450,East Greenwich
149677-03112019,2019,Dwelling,E05013998,Hayes & Coney Hall,539450,164650,Addington
149694-03112019,2019,Dwelling,E05013801,Marylebone,527750,181650,Paddington
149707-03112019,2019,Dwelling,E05011232,THAMESMEAD EAST,547850,180750,Plumstead
149754-03112019,2019,Dwelling,E05014023,Tooting Bec,528550,171550,Tooting
149771-03112019,2019,Dwelling,E05013540,Southfield,520550,179150,Chiswick
149781-03112019,2019,Dwelling,E05011246,ILFORD TOWN,544550,187150,Ilford
149795-03112019,2019,Dwelling,E05013666,King's Cross,530450,182850,Euston
149803-03112019,2019,Dwelling,E05014022,Thamesfield,524050,175250,Wandsworth
150000-04112019,2019,Dwelling,E05011109,OLD KENT ROAD,535150,177450,New Cross
150006-04112019,2019,Dwelling,E05013826,Wandle,526350,170650,Wimbledon
150047-04112019,2019,Dwelling,E05013593,Hornsey,530850,189250,Hornsey
150121-04112019,2019,Dwelling,E05011253,VALENTINES,544350,187650,Ilford
150135-04112019,2019,Dwelling,E05013809,Westbourne,525150,181550,North Kensington
150146-04112019,2019,Dwelling,E05013536,South Acton,520150,179450,Acton
150197-04112019,2019,Dwelling,E05013907,Canning Town South,539950,181650,Plaistow
150234-04112019,2019,Dwelling,E05013614,Feltham West,509950,173350,Feltham
150245-04112019,2019,Dwelling,E05011117,SURREY DOCKS,536450,180250,Dockhead
150282-05112019,2019,Dwelling,E05011477,PURLEY OAKS & RIDDLESDOWN,532350,162650,Purley
150302-05112019,2019,Dwelling,E05013518,Central Greenford,514850,183850,Northolt
150350-05112019,2019,Dwelling,E05014115,Streatham St. Leonard's,529950,172450,Tooting
150403-05112019,2019,Other Residential,E05013668,Regent's Park,528850,182350,Euston
150466-05112019,2019,Dwelling,E05009323,Canary Wharf,537250,179450,Millwall
150475-05112019,2019,Dwelling,E05013590,Harringay,531350,189050,Hornsey
150503-05112019,2019,Dwelling,E05013924,Stratford,538450,184050,Stratford
150504-05112019,2019,Dwelling,E05013559,Roxeth,513350,185850,Northolt
150589-05112019,2019,Dwelling,E05009396,GOLBORNE,524350,181750,North Kensington
150596-05112019,2019,Dwelling,E05013517,Willesden Green,523250,184750,Willesden
150607-05112019,2019,Dwelling,E05013785,St. Margarets & North Twickenham,516750,174350,Heston
150687-05112019,2019,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,535050,176850,New Cross
150688-05112019,2019,Dwelling,E05013742,Lillie,524950,177750,Fulham
150692-05112019,2019,Dwelling,E05011117,SURREY DOCKS,535850,180350,Dockhead
150707-05112019,2019,Dwelling,E05013616,Hanworth Village,512550,172250,Feltham
150716-05112019,2019,Dwelling,E05011471,NEW ADDINGTON SOUTH,538350,161950,Addington
150719-05112019,2019,Dwelling,E05009382,SHACKLEWELL,533350,185350,Stoke Newington
150730-05112019,2019,Dwelling,E05014069,Valence,548650,186750,Dagenham
150773-05112019,2019,Dwelling,E05009334,Stepney Green,535350,181450,Shadwell
150874-06112019,2019,Dwelling,E05011249,MONKHAMS,540350,192950,Woodford
150897-06112019,2019,Dwelling,E05013693,Town,533450,197650,Enfield
150989-06112019,2019,Dwelling,E05011102,Faraday,532750,178250,Old Kent Road
150992-06112019,2019,Dwelling,E05013940,New Malden Village,520950,168350,New Malden
150994-06112019,2019,Dwelling,E05009381,LONDON FIELDS,534450,184250,Homerton
151008-06112019,2019,Dwelling,E05013813,Cricket Green,526850,169150,Mitcham
151069-06112019,2019,Dwelling,E05013580,Uxbridge,505250,182450,Hillingdon
151088-06112019,2019,Dwelling,E05013910,East Ham South,543250,182650,East Ham
151108-06112019,2019,Dwelling,E05013531,Northolt Mandeville,513750,185350,Northolt
151187-06112019,2019,Dwelling,E05014024,Tooting Broadway,527650,171350,Tooting
151196-06112019,2019,Dwelling,E05013497,Barnhill,519950,186450,Wembley
151227-06112019,2019,Dwelling,E05013891,High Street,536650,188850,Walthamstow
151272-06112019,2019,Dwelling,E05013809,Westbourne,525050,181550,North Kensington
151297-06112019,2019,Dwelling,E05011486,THORNTON HEATH,532850,169150,Norbury
151308-07112019,2019,Dwelling,E05011096,CAMBERWELL GREEN,532450,177050,Peckham
151313-07112019,2019,Dwelling,E05013609,Chiswick Gunnersbury,519450,179350,Acton
151488-07112019,2019,Dwelling,E05013924,Stratford,539050,184650,Stratford
151530-07112019,2019,Dwelling,E05013695,Whitewebbs,534150,198250,Enfield
151533-07112019,2019,Dwelling,E05013510,Stonebridge,520550,185150,Wembley
151546-07112019,2019,Dwelling,E05014073,Blackheath Westcombe,540750,176650,East Greenwich
151549-07112019,2019,Dwelling,E05013500,Dollis Hill,521250,185450,Willesden
151579-07112019,2019,Dwelling,E05013531,Northolt Mandeville,513450,183950,Northolt
151586-07112019,2019,Dwelling,E05013643,Hendon,523350,189650,Hendon
151616-07112019,2019,Dwelling,E05013604,White Hart Lane,532750,190550,Tottenham
151624-07112019,2019,Dwelling,E05011487,WADDON,531250,164450,Croydon
151638-07112019,2019,Dwelling,E05013750,Wendell Park,521850,179450,Chiswick
151658-07112019,2019,Dwelling,E05013625,Isleworth,516350,175750,Heston
151674-07112019,2019,Dwelling,E05013610,Chiswick Homefields,520250,176950,Chiswick
151697-07112019,2019,Dwelling,E05011116,SOUTH BERMONDSEY,534950,178450,Old Kent Road
151758-08112019,2019,Other Residential,E05013509,Roundwood,522150,184550,Willesden
151761-08112019,2019,Dwelling,E05009393,COURTFIELD,526350,178850,Chelsea
151819-08112019,2019,Dwelling,E05013594,Muswell Hill,528550,189750,Hornsey
151874-08112019,2019,Dwelling,E05013718,Crofton Park,536850,173950,Forest Hill
151945-08112019,2019,Dwelling,E05013682,Haselbury,532950,193550,Edmonton
151948-08112019,2019,Dwelling,E05013723,Grove Park,539950,173650,Lee Green
152003-08112019,2019,Dwelling,E05013767,Sutton South,526550,163650,Sutton
152005-08112019,2019,Other Residential,E05013806,St. James's,529950,180750,Soho
152009-08112019,2019,Dwelling,E05013728,New Cross Gate,535750,177350,New Cross
152113-08112019,2019,Dwelling,E05013526,Lady Margaret,512850,182550,Southall
152125-08112019,2019,Dwelling,E05013808,West End,529050,181750,Euston
152126-08112019,2019,Dwelling,E05011245,HAINAULT,545750,192450,Hainault
152161-08112019,2019,Dwelling,E05009385,STOKE NEWINGTON,533550,185850,Stoke Newington
152165-08112019,2019,Dwelling,E05014066,Northbury,544150,184450,Barking
152166-08112019,2019,Dwelling,E05011113,RYE LANE,533950,176750,Peckham
152172-08112019,2019,Dwelling,E05013509,Roundwood,521350,184250,Willesden
152177-08112019,2019,Dwelling,E05013941,Norbiton,518950,169150,Kingston
152178-08112019,2019,Dwelling,E05013980,Rush Green & Crowlands,550750,187450,Dagenham
152180-08112019,2019,Dwelling,E05013829,Wimbledon Town & Dundonald,525250,170850,Wimbledon
152186-08112019,2019,Dwelling,E05011098,CHAUCER,532550,178950,Old Kent Road
152260-09112019,2019,Dwelling,E05014085,Middle Park & Horn Park,540950,173750,Lee Green
152264-09112019,2019,Dwelling,E05013666,King's Cross,530150,182750,Euston
152319-09112019,2019,Dwelling,E05014027,Wandsworth Common,527250,173750,Tooting
152361-09112019,2019,Dwelling,E05013743,Munster,524650,177050,Fulham
152367-09112019,2019,Dwelling,E05013651,Woodhouse,526750,192150,Finchley
152475-09112019,2019,Dwelling,E05013795,Harrow Road,524750,182150,North Kensington
152491-09112019,2019,Dwelling,E05009393,COURTFIELD,526950,178550,Chelsea
152494-09112019,2019,Dwelling,E05009383,SPRINGFIELD,534850,186750,Stoke Newington
152496-09112019,2019,Dwelling,E05013792,Abbey Road,526550,183150,Paddington
152535-09112019,2019,Dwelling,E05013747,Sands End,526050,176250,Fulham
152572-09112019,2019,Dwelling,E05013570,Heathrow Villages,508550,177150,Hayes
152596-09112019,2019,Other Residential,E05013512,Tokyngton,519250,184950,Wembley
152605-09112019,2019,Dwelling,E05013501,Harlesden & Kensal Green,521850,183950,Willesden
152631-09112019,2019,Dwelling,E05013602,Tottenham Hale,533950,190050,Tottenham
152742-10112019,2019,Dwelling,E05013802,Pimlico North,529350,178750,Lambeth
152759-10112019,2019,Dwelling,E05014007,St. Paul's Cray,547050,168450,Orpington
152814-10112019,2019,Other Residential,E05013676,Bush Hill Park,533150,195250,Edmonton
152896-10112019,2019,Dwelling,E05013697,Arsenal,531150,185350,Holloway
152956-10112019,2019,Dwelling,E05011234,ALDBOROUGH,545250,188450,Ilford
152988-10112019,2019,Dwelling,E05013814,Figge's Marsh,527850,168650,Mitcham
153027-10112019,2019,Dwelling,E05013645,Mill Hill,523350,191650,Mill Hill
153041-10112019,2019,Dwelling,E05013671,West Hampstead,525550,185250,West Hampstead
153059-10112019,2019,Dwelling,E05014019,Shaftesbury & Queenstown,528250,175950,Battersea
153060-10112019,2019,Dwelling,E05013980,Rush Green & Crowlands,549950,188150,Romford
153068-10112019,2019,Dwelling,E05011476,PURLEY & WOODCOTE,531250,162050,Purley
153071-10112019,2019,Dwelling,E05013576,Pinkwell,509750,178650,Hayes
153087-10112019,2019,Dwelling,E05009300,CORDWAINER,532350,181050,Dowgate
153140-10112019,2019,Dwelling,E05011106,NORTH BERMONDSEY,533850,179950,Dockhead
153186-11112019,2019,Dwelling,E05013728,New Cross Gate,535850,177050,New Cross
153197-11112019,2019,Other Residential,E05013536,South Acton,519550,179950,Acton
153286-11112019,2019,Dwelling,E05011244,GOODMAYES,545850,187150,Ilford
153307-11112019,2019,Dwelling,E05014068,Thames View,545650,183150,Barking
153382-11112019,2019,Dwelling,E05013587,Bruce Castle,533750,191250,Tottenham
153408-11112019,2019,Dwelling,E05013621,Hounslow East,514950,175950,Heston
153422-11112019,2019,Dwelling,E05014065,Mayesbrook,546950,184450,Barking
153437-11112019,2019,Dwelling,E05013507,Queens Park,524350,183950,West Hampstead
153469-11112019,2019,Dwelling,E05013536,South Acton,520050,179850,Acton
153511-11112019,2019,Dwelling,E05013941,Norbiton,518950,168950,Kingston
153516-11112019,2019,Dwelling,E05014064,Longbridge,546050,185150,Barking
153609-11112019,2019,Dwelling,E05013505,Northwick Park,516050,185850,Wembley
153644-12112019,2019,Dwelling,E05011095,BOROUGH & BANKSIDE,531650,180250,Dowgate
153645-12112019,2019,Dwelling,E05013808,West End,527950,180950,Soho
153719-12112019,2019,Dwelling,E05013918,Plaistow North,540250,183450,Stratford
153720-12112019,2019,Dwelling,E05014087,Plumstead & Glyndon,544450,178150,Plumstead
153826-12112019,2019,Dwelling,E05011238,CHURCHFIELDS,540450,190750,Woodford
153831-12112019,2019,Dwelling,E05011227,LONGLANDS,546050,172450,Sidcup
153833-12112019,2019,Dwelling,E05014077,Eltham Page,542250,174550,Eltham
153847-12112019,2019,Dwelling,E05013501,Harlesden & Kensal Green,521850,183450,Willesden
153851-12112019,2019,Dwelling,E05014071,Whalebone,548950,187550,Dagenham
153858-12112019,2019,Dwelling,E05009336,Whitechapel,534650,181350,Shadwell
153903-12112019,2019,Dwelling,E05014084,Kidbrooke Village & Sutcliffe,541350,175450,Lee Green
